測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風速(m/s),降水量(mm),日照時數(小時)
臺北,2015/2/17,05:00:00 PM,1014.3,19.1,65,5.3,0,0
臺北,2015/2/17,04:00:00 PM,1013.4,20,62,5.9,0,0.3
臺北,2015/2/17,03:00:00 PM,1013,21.1,62,5.5,0,1
臺北,2015/2/17,02:00:00 PM,1012.8,22.1,59,4.3,0,1
臺北,2015/2/17,01:00:00 PM,1013.2,22.3,58,4.4,0,1
臺北,2015/2/17,12:00:00 PM,1013.9,21.4,59,4,0,1
臺北,2015/2/17,11:00:00 AM,1014.6,20.6,60,5,0,0.9
臺北,2015/2/17,10:00:00 AM,1014.9,21,66,6.6,0,0.8
臺北,2015/2/17,09:00:00 AM,1014.3,20,68,5.3,0,0.5
臺北,2015/2/17,08:00:00 AM,1013.8,19.1,72,5,0,0.4
臺北,2015/2/17,07:00:00 AM,1013.3,18.5,73,3.9,0,0.1
臺北,2015/2/17,06:00:00 AM,1012.7,18.4,74,5,0,0
臺北,2015/2/17,05:00:00 AM,1012.5,18.7,73,3.7,0,0
臺北,2015/2/17,04:00:00 AM,1012.4,18.7,75,5.3,0,
臺北,2015/2/17,03:00:00 AM,1012.6,18.8,75,4.3,0,
臺北,2015/2/17,02:00:00 AM,1013,18.6,76,4.5,0,
臺北,2015/2/17,01:00:00 AM,1013.4,19,75,3.5,0,
臺北,2015/2/17,12:00:00 AM,1016.9,18.1,68,3.9,0,
臺北,2015/2/16,11:00:00 PM,1013.7,19.2,74,5.2,0,
臺北,2015/2/16,10:00:00 PM,1013.8,19.3,73,3.6,0,
臺北,2015/2/16,09:00:00 PM,1013.8,19.4,74,4.5,0,
臺北,2015/2/16,08:00:00 PM,1013.3,19.1,74,2.2,0,
臺北,2015/2/16,07:00:00 PM,1012.8,19.2,73,2.5,0,
臺北,2015/2/16,06:00:00 PM,1012.2,19.3,72,5,0,0
臺北,2015/2/16,05:00:00 PM,1011.5,19.6,68,4.5,0,0.2
臺北,2015/2/16,04:00:00 PM,1010.8,22.4,58,4.8,0,1
臺北,2015/2/16,03:00:00 PM,1010.9,23.6,62,3.7,0,0.9
臺北,2015/2/16,02:00:00 PM,1011.3,24,61,2.7,0,1
臺北,2015/2/16,01:00:00 PM,1011.8,24.4,62,0.8,0,1
臺北,2015/2/16,12:00:00 PM,1013,23.8,69,1.5,0,1
臺北,2015/2/16,11:00:00 AM,1014,22.4,77,1,0,0.5
臺北,2015/2/16,10:00:00 AM,1014.8,20.5,81,0.4,0,0.8
臺北,2015/2/16,09:00:00 AM,1014.6,19.1,85,0.9,0,0.2
臺北,2015/2/16,08:00:00 AM,1014.2,17.8,88,0.6,0,0
臺北,2015/2/16,07:00:00 AM,1013.5,17.1,89,0.2,0,0
臺北,2015/2/16,06:00:00 AM,1013.5,16.8,89,0.3,0,0
臺北,2015/2/16,05:00:00 AM,1013.2,16.5,89,0.4,0,0
臺北,2015/2/16,04:00:00 AM,1013.4,16.2,89,0.1,1,
臺北,2015/2/16,03:00:00 AM,1013.9,16,88,0.9,1,
臺北,2015/2/16,02:00:00 AM,1014.8,15.9,87,0.1,3,
臺北,2015/2/16,01:00:00 AM,1015.2,15.6,87,0.3,2,
臺北,2015/2/16,12:00:00 AM,1013.5,19.2,75,0.7,5,
臺北,2015/2/15,11:00:00 PM,1016.4,16,80,4.5,0,
臺北,2015/2/15,10:00:00 PM,1015.9,18,64,1.4,2,
臺北,2015/2/15,09:00:00 PM,1014.8,18,67,2.5,0,
臺北,2015/2/15,08:00:00 PM,1014.7,18,68,1.7,0,
臺北,2015/2/15,07:00:00 PM,1014.3,18.2,69,0.3,0,
臺北,2015/2/15,06:00:00 PM,1013.8,18.8,65,0.9,0,0
臺北,2015/2/15,05:00:00 PM,1013.1,20.2,52,0.8,0,0
臺北,2015/2/15,04:00:00 PM,1012,23.2,50,2.7,0,0
臺北,2015/2/15,03:00:00 PM,1011.5,22.7,50,1.5,0,0.2
臺北,2015/2/15,02:00:00 PM,1011.6,24.2,49,0.9,0,0
臺北,2015/2/15,01:00:00 PM,1012.1,24.1,52,1.7,0,0.2
臺北,2015/2/15,12:00:00 PM,1012.7,27.4,48,1.8,0,0.6
臺北,2015/2/15,11:00:00 AM,1013.5,25.3,52,0.6,0,0.8
臺北,2015/2/15,10:00:00 AM,1013.6,23.7,57,0.5,0,0.9
臺北,2015/2/15,09:00:00 AM,1014,21,66,0.5,0,0.9
臺北,2015/2/15,08:00:00 AM,1013.9,19.6,66,0.1,0,0.2
臺北,2015/2/15,07:00:00 AM,1013.9,18.5,69,0.3,0,0.1
臺北,2015/2/15,06:00:00 AM,1013.7,18,70,0.2,0,0
臺北,2015/2/15,05:00:00 AM,1013.2,17.8,72,1.1,0,0
臺北,2015/2/15,04:00:00 AM,1013.7,18.6,68,0.4,0,
臺北,2015/2/15,03:00:00 AM,1014,18.5,68,0.8,0,
臺北,2015/2/15,02:00:00 AM,1014.6,19.1,64,0.8,0,
臺北,2015/2/15,01:00:00 AM,1015.2,19.2,65,1.4,0,
臺北,2015/2/15,12:00:00 AM,1015.4,15.6,84,0.6,0,
臺北,2015/2/14,11:00:00 PM,1015.9,20.2,61,1.4,2,
臺北,2015/2/14,10:00:00 PM,1015.5,20.2,61,0.9,0,
臺北,2015/2/14,09:00:00 PM,1015.4,20.1,61,2.4,0,
臺北,2015/2/14,08:00:00 PM,1015.5,20.6,59,2.4,0,
臺北,2015/2/14,07:00:00 PM,1015,20.4,59,2.1,0,
臺北,2015/2/14,06:00:00 PM,1014.2,20.9,57,1.9,0,0
臺北,2015/2/14,05:00:00 PM,1013.8,21.8,53,2.8,0,0
臺北,2015/2/14,04:00:00 PM,1013.7,23.1,48,4.4,0,0.1
臺北,2015/2/14,03:00:00 PM,1013.4,23.6,46,3.7,0,0.6
臺北,2015/2/14,02:00:00 PM,1013.6,24.5,45,2.8,0,0.7
臺北,2015/2/14,01:00:00 PM,1013.7,24.3,44,3.4,0,1
臺北,2015/2/14,12:00:00 PM,1014.2,24.5,47,4.1,0,1
臺北,2015/2/14,11:00:00 AM,1014.9,24.4,43,3.3,0,1
臺北,2015/2/14,10:00:00 AM,1015.2,23.2,42,2.8,0,1
臺北,2015/2/14,09:00:00 AM,1015.1,21.4,48,2.9,0,0.9
臺北,2015/2/14,08:00:00 AM,1015.1,19.1,56,2.8,0,1
臺北,2015/2/14,07:00:00 AM,1015.1,17.3,61,2.3,0,0.5
臺北,2015/2/14,06:00:00 AM,1015,15.7,66,1.6,0,0
臺北,2015/2/14,05:00:00 AM,1015.2,15,68,2.2,0,0
臺北,2015/2/14,04:00:00 AM,1015.1,14.8,70,1.6,0,
臺北,2015/2/14,03:00:00 AM,1015.5,15.5,66,0.8,0,
臺北,2015/2/14,02:00:00 AM,1016.3,16.1,64,1,0,
臺北,2015/2/14,01:00:00 AM,1016.7,16.9,60,1.4,0,
臺北,2015/2/14,12:00:00 AM,1015.4,19.8,64,2.2,0,
臺北,2015/2/13,11:00:00 PM,1017,17.1,61,0.7,0,
臺北,2015/2/13,10:00:00 PM,1017.1,17.5,60,2.5,0,
臺北,2015/2/13,09:00:00 PM,1017.1,18.1,57,2.1,0,
臺北,2015/2/13,08:00:00 PM,1016.5,18.3,55,2,0,
臺北,2015/2/13,07:00:00 PM,1015.7,18.6,52,2.5,0,
臺北,2015/2/13,06:00:00 PM,1015,18.9,51,1.9,0,0
臺北,2015/2/13,05:00:00 PM,1014.1,20.1,48,2.2,0,0
臺北,2015/2/13,04:00:00 PM,1013.3,21.5,43,2.2,0,0.8
臺北,2015/2/13,03:00:00 PM,1013.1,22.4,42,3.2,0,1
臺北,2015/2/13,02:00:00 PM,1013.2,23.2,39,3.5,0,1
臺北,2015/2/13,01:00:00 PM,1013.8,22.5,38,2.9,0,1
臺北,2015/2/13,12:00:00 PM,1014.3,22.1,40,3,0,1
臺北,2015/2/13,11:00:00 AM,1015.2,21.3,42,4.2,0,1
臺北,2015/2/13,10:00:00 AM,1015.9,20.2,45,4,0,0.9
臺北,2015/2/13,09:00:00 AM,1016.1,18.2,50,3.7,0,0.9
臺北,2015/2/13,08:00:00 AM,1016.2,15.2,56,4,0,1
臺北,2015/2/13,07:00:00 AM,1015.8,13.3,62,3.5,0,1
臺北,2015/2/13,06:00:00 AM,1015,10.5,72,3.5,0,0
臺北,2015/2/13,05:00:00 AM,1014.6,10.3,71,0.3,0,0
臺北,2015/2/13,04:00:00 AM,1014.5,10.7,69,0.4,0,
臺北,2015/2/13,03:00:00 AM,1015,10.9,67,0.3,0,
臺北,2015/2/13,02:00:00 AM,1015.6,11.3,65,0.6,0,
臺北,2015/2/13,01:00:00 AM,1015.9,11.9,62,1.1,0,
臺北,2015/2/13,12:00:00 AM,1016.8,16.9,62,1.1,0,
臺北,2015/2/12,11:00:00 PM,1016.4,12.9,58,2.4,0,
臺北,2015/2/12,10:00:00 PM,1016.6,13.7,52,0.6,0,
臺北,2015/2/12,09:00:00 PM,1016.6,14.2,52,2,0,
臺北,2015/2/12,08:00:00 PM,1016.3,15.3,45,1.7,0,
臺北,2015/2/12,07:00:00 PM,1015.5,15.8,42,1.6,0,
臺北,2015/2/12,06:00:00 PM,1014.9,16.4,38,1.9,0,0
臺北,2015/2/12,05:00:00 PM,1014.4,17.1,37,2.9,0,0
臺北,2015/2/12,04:00:00 PM,1014.3,18,37,3.4,0,0
臺北,2015/2/12,03:00:00 PM,1014.2,19,37,1.6,0,0.1
臺北,2015/2/12,02:00:00 PM,1014.3,19.5,36,1.9,0,0.2
臺北,2015/2/12,01:00:00 PM,1014.7,19.2,34,2.6,0,0
臺北,2015/2/12,12:00:00 PM,1015.7,20.4,40,3.5,0,0.8
臺北,2015/2/12,11:00:00 AM,1016.4,19.6,45,3,0,1
臺北,2015/2/12,10:00:00 AM,1017,17.5,51,2,0,0.9
臺北,2015/2/12,09:00:00 AM,1017.2,16.6,59,2,0,0.9
臺北,2015/2/12,08:00:00 AM,1016.8,15.2,67,2,0,1
臺北,2015/2/12,07:00:00 AM,1016.1,14.7,70,0.8,0,0.3
臺北,2015/2/12,06:00:00 AM,1015,14.4,76,1.4,0,0
臺北,2015/2/12,05:00:00 AM,1014.3,14.7,77,1.2,0,0
臺北,2015/2/12,04:00:00 AM,1013.6,14.2,82,2.1,0,
臺北,2015/2/12,03:00:00 AM,1013.6,13.4,83,1.5,0,
臺北,2015/2/12,02:00:00 AM,1013.3,13.8,82,0.2,0,
臺北,2015/2/12,01:00:00 AM,1013.5,14.4,80,0.5,0,
臺北,2015/2/12,12:00:00 AM,1016,12,62,0.9,0,
臺北,2015/2/11,11:00:00 PM,1013.8,15,77,0.8,0,
臺北,2015/2/11,10:00:00 PM,1013.6,15.2,76,0.5,0,
臺北,2015/2/11,09:00:00 PM,1013.2,15.6,75,0.1,0,
臺北,2015/2/11,08:00:00 PM,1013.2,16.1,68,1.6,0,
臺北,2015/2/11,07:00:00 PM,1013.2,16.6,65,0.3,0,
臺北,2015/2/11,06:00:00 PM,1012.6,16.7,66,0.9,0,0
臺北,2015/2/11,05:00:00 PM,1012.1,17.2,65,1.1,0,0
臺北,2015/2/11,04:00:00 PM,1012,18.1,60,0.7,0,0
臺北,2015/2/11,03:00:00 PM,1011.9,18.3,60,0.8,0,0
臺北,2015/2/11,02:00:00 PM,1012,18.7,57,1.8,0,0
臺北,2015/2/11,01:00:00 PM,1012.7,19.3,57,1.1,0,0.3
臺北,2015/2/11,12:00:00 PM,1013.8,18.5,58,0.9,0,0.2
臺北,2015/2/11,11:00:00 AM,1014.8,16.9,64,1.2,0,0.5
臺北,2015/2/11,10:00:00 AM,1015.3,15.1,71,0.9,0,0
臺北,2015/2/11,09:00:00 AM,1015.6,15.1,76,0.2,0,0.3
臺北,2015/2/11,08:00:00 AM,1015.1,13.3,78,0.1,0,0.3
臺北,2015/2/11,07:00:00 AM,1015.2,12.6,80,0.4,0,0
臺北,2015/2/11,06:00:00 AM,1014.5,12.3,79,0,0,0
臺北,2015/2/11,05:00:00 AM,1014.4,11.9,80,0,0,0
臺北,2015/2/11,04:00:00 AM,1014.5,12,79,0.2,0,
臺北,2015/2/11,03:00:00 AM,1014.4,11.9,79,0.3,0,
臺北,2015/2/11,02:00:00 AM,1014.7,12,79,0.4,0,
臺北,2015/2/11,01:00:00 AM,1015.2,13.1,74,0.8,0,
臺北,2015/2/11,12:00:00 AM,1013.9,15.1,78,0.3,0,
臺北,2015/2/10,11:00:00 PM,1015.5,13.5,70,0.6,0,
臺北,2015/2/10,10:00:00 PM,1015.8,13.7,68,3,0,
臺北,2015/2/10,09:00:00 PM,1016.1,14,65,2.4,0,
臺北,2015/2/10,08:00:00 PM,1016.6,14.1,64,1.9,0,
臺北,2015/2/10,07:00:00 PM,1016.5,14.7,62,2.3,0,
臺北,2015/2/10,06:00:00 PM,1016.6,14.7,63,3,0,0
臺北,2015/2/10,05:00:00 PM,1016.5,14.8,62,2.8,0,0
臺北,2015/2/10,04:00:00 PM,1016.3,14.9,61,2.3,0,0
臺北,2015/2/10,03:00:00 PM,1016.2,14.9,60,2.6,0,0
臺北,2015/2/10,02:00:00 PM,1016.4,15.4,59,4.5,0,0
臺北,2015/2/10,01:00:00 PM,1017.6,15.8,59,3.9,0,0
臺北,2015/2/10,12:00:00 PM,1018.5,16.1,59,3.5,0,0
臺北,2015/2/10,11:00:00 AM,1019.6,15.2,62,3.3,0,0
臺北,2015/2/10,10:00:00 AM,1020.6,14.9,62,4,0,0
臺北,2015/2/10,09:00:00 AM,1020.6,13.8,63,2.5,0,0
臺北,2015/2/10,08:00:00 AM,1020.5,13,67,1.6,0,0
臺北,2015/2/10,07:00:00 AM,1020.6,12.1,71,0.8,0,0
臺北,2015/2/10,06:00:00 AM,1020.5,12,71,0.8,0,0
臺北,2015/2/10,05:00:00 AM,1020,12.1,70,0.2,0,0
臺北,2015/2/10,04:00:00 AM,1020.1,12,70,0.5,0,
臺北,2015/2/10,03:00:00 AM,1020.9,12,70,0.5,0,
臺北,2015/2/10,02:00:00 AM,1021.5,11.9,69,1.6,0,
臺北,2015/2/10,01:00:00 AM,1022,11.9,69,2,0,
臺北,2015/2/10,12:00:00 AM,1015.2,13.4,71,1.2,0,
臺北,2015/2/9,11:00:00 PM,1022.9,12.2,69,3,0,
臺北,2015/2/9,10:00:00 PM,1023.3,11.8,73,1.6,0,
臺北,2015/2/9,09:00:00 PM,1023.4,11.8,73,1.4,0,
臺北,2015/2/9,08:00:00 PM,1023.6,11.8,72,1.6,0,
臺北,2015/2/9,07:00:00 PM,1023.2,11.8,72,2,0,
臺北,2015/2/9,06:00:00 PM,1023,11.6,72,1.7,0,0
臺北,2015/2/9,05:00:00 PM,1023.1,11.6,72,1.7,0,0
臺北,2015/2/9,04:00:00 PM,1022.6,11.9,70,1.7,0,0
臺北,2015/2/9,03:00:00 PM,1022.5,11.5,70,1.9,0,0
臺北,2015/2/9,02:00:00 PM,1022.9,11.8,71,1.3,0,0
臺北,2015/2/9,01:00:00 PM,1023.4,11.7,68,1.8,0,0
臺北,2015/2/9,12:00:00 PM,1024.2,11.5,69,2.3,0,0
臺北,2015/2/9,11:00:00 AM,1025.1,11.3,71,3.8,0,0
臺北,2015/2/9,10:00:00 AM,1025.6,11.2,73,2.3,0,0
臺北,2015/2/9,09:00:00 AM,1025.8,11.1,71,1.6,0,0
臺北,2015/2/9,08:00:00 AM,1025.4,10.5,73,1.9,0,0
臺北,2015/2/9,07:00:00 AM,1025.3,9.9,78,1.8,0,0
臺北,2015/2/9,06:00:00 AM,1024.8,10,74,1.5,0,0
臺北,2015/2/9,05:00:00 AM,1024.2,10,74,1.6,1,0
臺北,2015/2/9,04:00:00 AM,1024,10.2,72,2.2,0,
臺北,2015/2/9,03:00:00 AM,1023.5,11.7,60,2.3,0,
臺北,2015/2/9,02:00:00 AM,1023.5,11.7,57,3.6,0,
臺北,2015/2/9,01:00:00 AM,1023.8,11.9,53,3.2,0,
臺北,2015/2/9,12:00:00 AM,1022.4,11.8,71,2.6,0,
臺北,2015/2/8,11:00:00 PM,1024.2,11.9,55,1.4,0,
臺北,2015/2/8,10:00:00 PM,1024.6,11.9,56,3.6,0,
臺北,2015/2/8,09:00:00 PM,1024.5,11.8,56,2.9,0,
臺北,2015/2/8,08:00:00 PM,1024.6,11.5,60,3.6,0,
臺北,2015/2/8,07:00:00 PM,1024.2,12.1,60,2.5,0,
臺北,2015/2/8,06:00:00 PM,1023.7,12.2,65,3.4,0,0
臺北,2015/2/8,05:00:00 PM,1022.8,12.8,66,3,0,0
臺北,2015/2/8,04:00:00 PM,1021.7,13.5,63,3.9,0,0
臺北,2015/2/8,03:00:00 PM,1021.4,13.8,61,2.7,0,0
臺北,2015/2/8,02:00:00 PM,1021.3,14,59,3.2,0,0
臺北,2015/2/8,01:00:00 PM,1021.5,14.1,59,1.9,0,0
臺北,2015/2/8,12:00:00 PM,1022.2,14.2,59,2.8,0,0
臺北,2015/2/8,11:00:00 AM,1022.9,14.2,60,3.1,0,0
臺北,2015/2/8,10:00:00 AM,1023.2,13.9,65,2.2,0,0
臺北,2015/2/8,09:00:00 AM,1022.6,13.6,66,1.1,0,0
臺北,2015/2/8,08:00:00 AM,1022.4,13.3,75,2.1,0,0
臺北,2015/2/8,07:00:00 AM,1021.5,13.4,76,2.1,0,0
臺北,2015/2/8,06:00:00 AM,1020.5,13.5,79,2,0,0
臺北,2015/2/8,05:00:00 AM,1019.8,13.8,86,2.3,0,0
臺北,2015/2/8,04:00:00 AM,1019.1,14.6,86,1,2,
臺北,2015/2/8,03:00:00 AM,1018.9,14.7,87,0.4,0,
臺北,2015/2/8,02:00:00 AM,1018.6,15.9,81,1,2,
臺北,2015/2/8,01:00:00 AM,1018.2,16.5,76,0.9,0,
臺北,2015/2/8,12:00:00 AM,1024,11.8,55,1,0,
臺北,2015/2/7,11:00:00 PM,1018,16.7,76,4.2,0,
臺北,2015/2/7,10:00:00 PM,1017.9,16.9,76,3.2,0,
臺北,2015/2/7,09:00:00 PM,1017.5,17.7,75,2.3,0,
臺北,2015/2/7,08:00:00 PM,1017.1,17.8,79,3.3,0,
臺北,2015/2/7,07:00:00 PM,1016.4,18.2,77,1.6,0,
臺北,2015/2/7,06:00:00 PM,1015.4,19.3,66,1,0,0
臺北,2015/2/7,05:00:00 PM,1014.9,19.9,65,1.3,0,0
臺北,2015/2/7,04:00:00 PM,1014,20.8,62,0.7,0,0
臺北,2015/2/7,03:00:00 PM,1013.8,22,53,0.8,0,0.2
臺北,2015/2/7,02:00:00 PM,1014.1,22.1,52,0.7,0,0.8
臺北,2015/2/7,01:00:00 PM,1014.6,20.8,56,0.6,0,1
臺北,2015/2/7,12:00:00 PM,1016.3,20.2,64,0.7,0,0.2
臺北,2015/2/7,11:00:00 AM,1017.4,19.1,73,1.1,0,0.6
臺北,2015/2/7,10:00:00 AM,1017.8,17.8,77,2,0,0.3
臺北,2015/2/7,09:00:00 AM,1017.9,16.2,81,1.2,0,0.1
臺北,2015/2/7,08:00:00 AM,1017.7,14.2,84,0.1,0,0.2
臺北,2015/2/7,07:00:00 AM,1017.5,13,85,0.5,0,0
臺北,2015/2/7,06:00:00 AM,1017.6,12.9,86,0,0,0
臺北,2015/2/7,05:00:00 AM,1017.1,12.6,86,0.6,0,0
臺北,2015/2/7,04:00:00 AM,1017.6,12.9,86,0.2,0,
臺北,2015/2/7,03:00:00 AM,1018.2,13.8,85,1.4,0,
臺北,2015/2/7,02:00:00 AM,1018.7,14.2,84,0.9,0,
臺北,2015/2/7,01:00:00 AM,1019.7,14,85,2.5,0,
臺北,2015/2/7,12:00:00 AM,1018.1,16.7,75,2.1,0,
臺北,2015/2/6,11:00:00 PM,1020.4,13.7,84,2.4,0,
臺北,2015/2/6,10:00:00 PM,1020.4,13.5,84,3.5,0,
臺北,2015/2/6,09:00:00 PM,1020.6,13.4,84,3.6,0,
臺北,2015/2/6,08:00:00 PM,1020.4,13.2,84,2.7,0,
臺北,2015/2/6,07:00:00 PM,1020,13.3,82,2.3,0,
臺北,2015/2/6,06:00:00 PM,1019.5,13,82,2.5,0,0
臺北,2015/2/6,05:00:00 PM,1019.3,12.8,82,3.7,0,0
臺北,2015/2/6,04:00:00 PM,1019.3,12.7,83,3.8,0,0
臺北,2015/2/6,03:00:00 PM,1019.5,12.6,84,3.2,0,0
臺北,2015/2/6,02:00:00 PM,1020.2,12.3,83,3.8,0,0
臺北,2015/2/6,01:00:00 PM,1020.5,12.5,81,3.7,0,0
臺北,2015/2/6,12:00:00 PM,1020.9,12.3,82,3.1,0,0
臺北,2015/2/6,11:00:00 AM,1022.1,11.9,81,1.9,0,0
臺北,2015/2/6,10:00:00 AM,1022.4,11.8,80,2.5,1,0
臺北,2015/2/6,09:00:00 AM,1022.6,11.6,81,2.1,0,0
臺北,2015/2/6,08:00:00 AM,1022.2,11.3,81,1.7,0,0
臺北,2015/2/6,07:00:00 AM,1022,11,82,1.8,0,0
臺北,2015/2/6,06:00:00 AM,1021.7,10.6,80,1.8,1,0
臺北,2015/2/6,05:00:00 AM,1021.5,10.6,76,1.9,0,0
臺北,2015/2/6,04:00:00 AM,1021.3,11.1,71,2.5,0,
臺北,2015/2/6,03:00:00 AM,1022,11.5,68,1.6,0,
臺北,2015/2/6,02:00:00 AM,1022.7,12.3,61,2.6,0,
臺北,2015/2/6,01:00:00 AM,1023.3,12.4,60,2.8,0,
臺北,2015/2/6,12:00:00 AM,1019.9,13.8,84,3.3,0,
臺北,2015/2/5,11:00:00 PM,1023.9,12.3,62,2,0,
臺北,2015/2/5,10:00:00 PM,1024.2,12.1,65,2.2,0,
臺北,2015/2/5,09:00:00 PM,1024.3,12,64,1.7,0,
臺北,2015/2/5,08:00:00 PM,1024,11.8,62,1.7,0,
臺北,2015/2/5,07:00:00 PM,1023.8,12,63,2.5,0,
臺北,2015/2/5,06:00:00 PM,1023.4,12.3,62,4.4,0,0
臺北,2015/2/5,05:00:00 PM,1022.9,12.5,62,2.4,0,0
臺北,2015/2/5,04:00:00 PM,1022.6,12.3,65,2.3,0,0
臺北,2015/2/5,03:00:00 PM,1022.1,12.6,65,1.5,0,0
臺北,2015/2/5,02:00:00 PM,1022.3,12.6,65,2.7,0,0
臺北,2015/2/5,01:00:00 PM,1022,12.6,66,2.2,0,0
臺北,2015/2/5,12:00:00 PM,1023,12.4,70,1.9,0,0
臺北,2015/2/5,11:00:00 AM,1023.6,12.4,72,2.7,0,0
臺北,2015/2/5,10:00:00 AM,1024.4,12.1,74,2.8,0,0
臺北,2015/2/5,09:00:00 AM,1024.6,11.9,81,2.9,0,0
臺北,2015/2/5,08:00:00 AM,1023.9,11.5,81,1.1,1,0
臺北,2015/2/5,07:00:00 AM,1023.1,12.3,77,0.9,1,0
臺北,2015/2/5,06:00:00 AM,1022.4,12.3,81,2.7,0,0
臺北,2015/2/5,05:00:00 AM,1021.7,12.2,84,1.2,1,0
臺北,2015/2/5,04:00:00 AM,1021.7,12.1,82,1.2,0,
臺北,2015/2/5,03:00:00 AM,1021.6,12.2,78,0.4,0,
臺北,2015/2/5,02:00:00 AM,1021.4,12.2,82,2.2,1,
臺北,2015/2/5,01:00:00 AM,1021.6,12.9,79,2,1,
臺北,2015/2/5,12:00:00 AM,1023.5,12.3,63,2.5,1,
臺北,2015/2/4,11:00:00 PM,1021.2,14.2,77,3.1,0,
臺北,2015/2/4,10:00:00 PM,1021.1,14.4,79,2.4,0,
臺北,2015/2/4,09:00:00 PM,1021,14.7,77,2.6,0,
臺北,2015/2/4,08:00:00 PM,1020.7,14.6,77,2.4,0,
臺北,2015/2/4,07:00:00 PM,1020.2,14.5,77,1.8,0,
臺北,2015/2/4,06:00:00 PM,1019.9,14.6,75,3.3,0,0
臺北,2015/2/4,05:00:00 PM,1019.4,15,74,3,0,0
臺北,2015/2/4,04:00:00 PM,1018.9,15.4,73,1.5,0,0
臺北,2015/2/4,03:00:00 PM,1018.9,15.6,74,1.9,0,0
臺北,2015/2/4,02:00:00 PM,1019,16,75,3.2,0,0
臺北,2015/2/4,01:00:00 PM,1019.4,16.2,79,2.7,0,0
臺北,2015/2/4,12:00:00 PM,1020.1,16.2,80,2.1,0,0
臺北,2015/2/4,11:00:00 AM,1020.6,16.4,80,3.7,0,0
臺北,2015/2/4,10:00:00 AM,1021.1,16.5,82,3.7,0,0
臺北,2015/2/4,09:00:00 AM,1021.1,16.3,86,1.3,0,0
臺北,2015/2/4,08:00:00 AM,1021,15.3,88,1.2,0,0
臺北,2015/2/4,07:00:00 AM,1021,15,87,1.3,0,0
臺北,2015/2/4,06:00:00 AM,1020.5,14.8,88,1.6,1,0
臺北,2015/2/4,05:00:00 AM,1020.3,14.8,87,1.7,0,0
臺北,2015/2/4,04:00:00 AM,1020.3,14.9,87,1.3,0,
臺北,2015/2/4,03:00:00 AM,1020.3,14.9,88,1.3,1,
臺北,2015/2/4,02:00:00 AM,1020.5,15,87,0.6,1,
臺北,2015/2/4,01:00:00 AM,1020.9,15.5,86,0.9,1,
臺北,2015/2/4,12:00:00 AM,1021.2,14.3,76,1.6,0,
臺北,2015/2/3,11:00:00 PM,1021.3,15.9,84,1.3,0,
臺北,2015/2/3,10:00:00 PM,1021.2,16.2,83,1.5,0,
臺北,2015/2/3,09:00:00 PM,1021.2,16.5,84,2.8,0,
臺北,2015/2/3,08:00:00 PM,1020.7,16.5,85,2.2,0,
臺北,2015/2/3,07:00:00 PM,1020.4,16.5,85,3,0,
臺北,2015/2/3,06:00:00 PM,1020,16.7,85,3.1,0,0
臺北,2015/2/3,05:00:00 PM,1019.8,17,82,2.8,0,0
臺北,2015/2/3,04:00:00 PM,1019.2,17.2,84,3.3,0,0
臺北,2015/2/3,03:00:00 PM,1019.4,17.8,83,2.9,0,0
臺北,2015/2/3,02:00:00 PM,1019.8,18.1,83,4.5,0,0
臺北,2015/2/3,01:00:00 PM,1020.1,18,84,3.4,0,0
臺北,2015/2/3,12:00:00 PM,1021.1,17.9,85,3.4,0,0
臺北,2015/2/3,11:00:00 AM,1021.7,17.5,87,2.9,0,0
臺北,2015/2/3,10:00:00 AM,1022.5,17.2,89,2,0,0
臺北,2015/2/3,09:00:00 AM,1022.7,16.8,89,1.4,0,0
臺北,2015/2/3,08:00:00 AM,1022.4,16.4,89,1.3,0,0
臺北,2015/2/3,07:00:00 AM,1022.3,16.1,90,0.8,1,0
臺北,2015/2/3,06:00:00 AM,1022.1,16.3,88,0.1,1,0
臺北,2015/2/3,05:00:00 AM,1021.5,16.9,82,1,2,0
臺北,2015/2/3,04:00:00 AM,1021.2,17,84,1.4,0,
臺北,2015/2/3,03:00:00 AM,1021.4,16.9,85,1.5,0,
臺北,2015/2/3,02:00:00 AM,1021.2,16.9,83,1.6,0,
臺北,2015/2/3,01:00:00 AM,1021.3,16.9,84,2.9,0,
臺北,2015/2/3,12:00:00 AM,1021.2,15.9,83,2.8,0,
臺北,2015/2/2,11:00:00 PM,1022,17.1,81,1.9,1,
臺北,2015/2/2,10:00:00 PM,1022.2,17.2,81,3.3,0,
臺北,2015/2/2,09:00:00 PM,1022.3,17.2,80,3.7,0,
臺北,2015/2/2,08:00:00 PM,1022,17.3,79,3.9,0,
臺北,2015/2/2,07:00:00 PM,1021.8,17.3,78,4.3,0,
臺北,2015/2/2,06:00:00 PM,1021.2,17.3,77,4.5,0,0
臺北,2015/2/2,05:00:00 PM,1020.7,17.5,75,4.8,0,0
臺北,2015/2/2,04:00:00 PM,1020.3,18.5,71,5.3,0,0.1
臺北,2015/2/2,03:00:00 PM,1020,20.3,67,5.6,0,0.8
臺北,2015/2/2,02:00:00 PM,1020.3,20,68,5.6,0,0.9
